total_arrivals,452
doctor_D4_busy_minutes,0.050
avg_wait,21.0028
doctor_D3_busy_minutes,0.000
avg_service,6.9155
doctor_D2_busy_minutes,478.404
total_departures,274
doctor_D1_busy_minutes,0.000
doctor_D5_busy_minutes,475.360
