doctor_D6_busy_minutes,465.754
total_arrivals,618
doctor_D4_busy_minutes,476.831
avg_wait,19.5074
doctor_D3_busy_minutes,0.000
avg_service,6.9940
doctor_D2_busy_minutes,470.895
total_departures,403
doctor_D1_busy_minutes,0.000
doctor_D5_busy_minutes,475.569
