total_arrivals,420
doctor_D4_busy_minutes,473.649
avg_wait,61.6987
doctor_D3_busy_minutes,0.000
avg_service,11.3891
doctor_D2_busy_minutes,477.691
total_departures,167
doctor_D1_busy_minutes,0.000
